Entry	Gene ontology (biological process)
Q6PBN2	determination of ventral identity [GO:0048264]; dorsal/ventral pattern formation [GO:0009953]; negative regulation of determination of dorsal identity [GO:2000016]; negative regulation of JNK cascade [GO:0046329]; negative regulation of JUN kinase activity [GO:0043508]; negative regulation of protein-containing complex assembly [GO:0031333]
Q4KMC8	fructose 1,6-bisphosphate metabolic process [GO:0030388]; glycolytic process [GO:0006096]
Q4V9P6	adenosine catabolic process [GO:0006154]; inosine biosynthetic process [GO:0046103]; nucleotide metabolic process [GO:0009117]
Q6QA33	estrogen biosynthetic process [GO:0006703]; fatty acid biosynthetic process [GO:0006633]
Q5PYH5	actin filament organization [GO:0007015]; cell-cell adhesion [GO:0098609]; chemical synaptic transmission [GO:0007268]; cortical actin cytoskeleton organization [GO:0030866]; endothelial cell proliferation [GO:0001935]; establishment or maintenance of epithelial cell apical/basal polarity [GO:0045197]; negative regulation of mitotic cell cycle [GO:0045930]; neurotransmitter receptor localization to postsynaptic specialization membrane [GO:0099645]; receptor clustering [GO:0043113]; receptor localization to synapse [GO:0097120]; synapse organization [GO:0050808]
Q6PBY3	
Q6GMI7	L-methionine salvage from methylthioadenosine [GO:0019509]; L-methionine salvage from S-adenosylmethionine [GO:0019284]
Q5U9X3	cellular calcium ion homeostasis [GO:0006874]; sensory perception of smell [GO:0007608]
Q6GMK8	GDP-mannose biosynthetic process [GO:0009298]
Q7ZWI4	regulation of canonical Wnt signaling pathway [GO:0060828]; regulation of Wnt signaling pathway [GO:0030111]
P09014	anterior/posterior pattern specification [GO:0009952]; brain development [GO:0007420]; cell fate specification [GO:0001708]
Q9YGT5	anterior/posterior pattern specification [GO:0009952]; embryonic skeletal system morphogenesis [GO:0048704]; positive regulation of transcription by RNA polymerase II [GO:0045944]; proximal/distal pattern formation [GO:0009954]; transcription, DNA-templated [GO:0006351]
P09074	anterior/posterior pattern specification [GO:0009952]
Q9YGS6	anterior/posterior pattern specification [GO:0009952]; embryonic skeletal system morphogenesis [GO:0048704]; negative regulation of vasculogenesis [GO:2001213]; positive regulation of lymphangiogenesis [GO:1901492]; positive regulation of transcription by RNA polymerase II [GO:0045944]; proximal/distal pattern formation [GO:0009954]; transcription, DNA-templated [GO:0006351]
Q6JIY4	fin regeneration [GO:0031101]; multicellular organism development [GO:0007275]; regulation of transcription, DNA-templated [GO:0006355]
Q7ZWE9	'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; CDP biosynthetic process [GO:0046705]; nucleoside diphosphate phosphorylation [GO:0006165]; nucleoside triphosphate biosynthetic process [GO:0009142]; purine nucleotide metabolic process [GO:0006163]; UDP biosynthetic process [GO:0006225]
Q5BJC2	intracellular transport [GO:0046907]; protein secretion [GO:0009306]
A5PLG0	
Q6TNT2	
Q566V0	tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388]
Q708S8	cellular response to pH [GO:0071467]; protein homotrimerization [GO:0070207]
A1L209	histone deubiquitination [GO:0016578]; positive regulation of transcription, DNA-templated [GO:0045893]
A2BGR3	cell cycle [GO:0007049]; cell division [GO:0051301]; intein-mediated protein splicing [GO:0016539]
Q6ZM51	protein adenylylation [GO:0018117]
Q9YHV4	cell differentiation [GO:0030154]; determination of dorsal identity [GO:0048263]; dorsal/ventral pattern formation [GO:0009953]; embryonic viscerocranium morphogenesis [GO:0048703]; midbrain development [GO:0030901]; multicellular organism development [GO:0007275]; negative regulation of activin receptor signaling pathway [GO:0032926]; oocyte differentiation [GO:0009994]; otic placode formation [GO:0043049]; regulation of BMP signaling pathway [GO:0030510]
Q5XJN2	immune system process [GO:0002376]
A0MGZ5	heparan sulfate proteoglycan biosynthetic process, enzymatic modification [GO:0015015]
O42366	cell migration in hindbrain [GO:0021535]; facial nerve development [GO:0021561]; facial nucleus development [GO:0021754]; hindbrain maturation [GO:0021578]; regulation of transcription, DNA-templated [GO:0006355]; rhombomere 4 development [GO:0021570]; rhombomere 4 morphogenesis [GO:0021661]
Q58EL0	multicellular organism development [GO:0007275]; regulation of transcription, DNA-templated [GO:0006355]
Q8AWY9	anterior/posterior pattern specification [GO:0009952]
Q503E9	NLS-bearing protein import into nucleus [GO:0006607]
Q1L899	
P53406	angioblast cell migration [GO:0035476]; axon extension [GO:0048675]; axon guidance [GO:0007411]; axonogenesis [GO:0007409]; exocrine pancreas development [GO:0031017]; neuron fate specification [GO:0048665]; venous blood vessel morphogenesis [GO:0048845]
Q6DEL7	protein ubiquitination [GO:0016567]
Q90421	neuron differentiation [GO:0030182]; positive regulation of transcription by RNA polymerase II [GO:0045944]; ventral spinal cord interneuron specification [GO:0021521]
Q8JHF2	fin regeneration [GO:0031101]; hypochord development [GO:0055016]; negative regulation of neuron differentiation [GO:0045665]; Notch signaling pathway [GO:0007219]; pattern specification process [GO:0007389]; protein O-linked fucosylation [GO:0036066]; regulation of Notch signaling pathway [GO:0008593]
Q503U0	
Q7ZZ25	
Q708S6	cellular response to pH [GO:0071467]; protein homotrimerization [GO:0070207]
O93430	cellular response to amino acid stimulus [GO:0071230]; cellular response to ethanol [GO:0071361]; cellular response to zinc ion [GO:0071294]; central nervous system development [GO:0007417]; chemical synaptic transmission [GO:0007268]; chloride transmembrane transport [GO:1902476]; ion transmembrane transport [GO:0034220]; ion transport [GO:0006811]; nervous system process [GO:0050877]; neuropeptide signaling pathway [GO:0007218]; regulation of membrane potential [GO:0042391]; regulation of neuron differentiation [GO:0045664]; response to amino acid [GO:0043200]; signal transduction [GO:0007165]; synaptic transmission, glycinergic [GO:0060012]
Q1XHL7	signal transduction [GO:0007165]; visual perception [GO:0007601]
Q502D1	
Q5RGJ8	bone development [GO:0060348]; carbohydrate phosphorylation [GO:0046835]; cartilage development [GO:0051216]; chondrocyte development [GO:0002063]; embryonic cranial skeleton morphogenesis [GO:0048701]; embryonic viscerocranium morphogenesis [GO:0048703]; lysosome organization [GO:0007040]; N-glycan processing to lysosome [GO:0016256]
Q7T3B2	erythrocyte development [GO:0048821]; heme transport [GO:0015886]
Q9PWM3	anterior/posterior pattern specification [GO:0009952]; embryonic skeletal system morphogenesis [GO:0048704]; skeletal system development [GO:0001501]
Q7SXS8	cellular response to DNA damage stimulus [GO:0006974]; peptidyl-serine ADP-ribosylation [GO:0018312]; regulation of protein ADP-ribosylation [GO:0010835]
Q5RGE6	cellular response to unfolded protein [GO:0034620]; chaperone cofactor-dependent protein refolding [GO:0051085]; cytoplasmic translation [GO:0002181]; protein refolding [GO:0042026]; regulation of translational fidelity [GO:0006450]; response to unfolded protein [GO:0006986]
O42365	multicellular organism development [GO:0007275]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]
A2BF66	meiotic cell cycle [GO:0051321]; meiotic DNA double-strand break formation [GO:0042138]; meiotic recombination checkpoint [GO:0051598]; meiotic sister chromatid cohesion [GO:0051177]; oogenesis [GO:0048477]; regulation of homologous chromosome segregation [GO:0060629]; spermatogenesis [GO:0007283]; synaptonemal complex assembly [GO:0007130]
Q7ZVA6	mRNA splicing, via spliceosome [GO:0000398]; mRNA transport [GO:0051028]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of translation [GO:0006417]
Q6DBW0	determination of intestine left/right asymmetry [GO:0071908]; determination of left/right asymmetry in lateral mesoderm [GO:0003140]; determination of left/right symmetry [GO:0007368]; determination of pancreatic left/right asymmetry [GO:0035469]; positive regulation of transcription by RNA polymerase II [GO:0045944]
P53405	atrial cardiac muscle cell differentiation [GO:0055011]; axon extension [GO:0048675]; axonogenesis [GO:0007409]; endocrine pancreas development [GO:0031018]; exocrine pancreas development [GO:0031017]; GABAergic neuron differentiation [GO:0097154]; heart development [GO:0007507]; neuron development [GO:0048666]; neuron fate specification [GO:0048665]; pancreatic A cell development [GO:0003322]; pancreatic D cell development [GO:0003324]; peripheral nervous system neuron axonogenesis [GO:0048936]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of heart contraction [GO:0008016]; spinal cord association neuron differentiation [GO:0021527]; spinal cord motor neuron differentiation [GO:0021522]; type B pancreatic cell development [GO:0003323]
Q6DG99	protein homooligomerization [GO:0051260]; protein ubiquitination [GO:0016567]
E7FE13	bone mineralization [GO:0030282]; bone remodeling [GO:0046849]; G protein-coupled receptor signaling pathway [GO:0007186]; negative regulation of cytokine secretion [GO:0050710]; negative regulation of toll-like receptor signaling pathway [GO:0034122]; osteoblast differentiation [GO:0001649]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; rhythmic process [GO:0048511]; spermatogenesis [GO:0007283]; Wnt signaling pathway [GO:0016055]
Q5RHQ8	regulation of cell cycle [GO:0051726]; regulation of transcription by RNA polymerase II [GO:0006357]; reproduction [GO:0000003]; transcription, DNA-templated [GO:0006351]
A0AUQ6	transcription, DNA-templated [GO:0006351]
Q7ZV55	cytoplasmic translational initiation [GO:0002183]; formation of cytoplasmic translation initiation complex [GO:0001732]; liver development [GO:0001889]; sprouting angiogenesis [GO:0002040]; translational initiation [GO:0006413]
Q5D013	peptidyl-lysine dimethylation [GO:0018027]; peptidyl-lysine methylation [GO:0018022]; peptidyl-lysine monomethylation [GO:0018026]
A5WVX1	methylation [GO:0032259]
Q7T2A5	formation of cytoplasmic translation initiation complex [GO:0001732]; translational initiation [GO:0006413]
Q0P424	positive regulation of cell migration [GO:0030335]; tRNA wobble uridine modification [GO:0002098]
Q6PC64	fatty acid elongation, monounsaturated fatty acid [GO:0034625]; fatty acid elongation, polyunsaturated fatty acid [GO:0034626]; fatty acid elongation, saturated fatty acid [GO:0019367]; long-chain fatty acid biosynthetic process [GO:0042759]; long-chain fatty-acyl-CoA biosynthetic process [GO:0035338]; sphingolipid biosynthetic process [GO:0030148]; unsaturated fatty acid biosynthetic process [GO:0006636]; very long-chain fatty acid biosynthetic process [GO:0042761]
Q9I8L5	
A4QP72	cell division [GO:0051301]; cell population proliferation [GO:0008283]; metaphase plate congression [GO:0051310]; positive regulation of cell cycle G1/S phase transition [GO:1902808]; protein localization to mitotic spindle [GO:1902480]; regulation of ERK1 and ERK2 cascade [GO:0070372]; regulation of TOR signaling [GO:0032006]; signal transduction [GO:0007165]
Q502I9	chordate embryonic development [GO:0043009]; clathrin coat assembly [GO:0048268]; clathrin-dependent endocytosis [GO:0072583]; membrane invagination [GO:0010324]; protein localization to plasma membrane [GO:0072659]; synaptic vesicle endocytosis [GO:0048488]
E7EZ53	neuropeptide signaling pathway [GO:0007218]; positive regulation of transcription by RNA polymerase II [GO:0045944]; response to light stimulus [GO:0009416]; sleep [GO:0030431]
Q7SX99	cellular response to DNA damage stimulus [GO:0006974]; DNA repair [GO:0006281]; fumarate metabolic process [GO:0006106]; malate metabolic process [GO:0006108]; negative regulation of histone H3-K36 methylation [GO:0000415]; positive regulation of double-strand break repair via nonhomologous end joining [GO:2001034]; regulation of arginine metabolic process [GO:0000821]; tricarboxylic acid cycle [GO:0006099]; urea cycle [GO:0000050]
F1QCV2	homologous recombination [GO:0035825]; macroautophagy [GO:0016236]; polyamine deacetylation [GO:0106047]; protein deacetylation [GO:0006476]; spermidine deacetylation [GO:0106048]
A0MGZ7	heparan sulfate proteoglycan biosynthetic process, enzymatic modification [GO:0015015]
P61516	cellular iron ion homeostasis [GO:0006879]; cellular response to progesterone stimulus [GO:0071393]; cellular response to steroid hormone stimulus [GO:0071383]; defense response to bacterium [GO:0042742]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; iron ion homeostasis [GO:0055072]; response to bacterium [GO:0009617]
Q6W990	fin development [GO:0033333]; negative regulation of transcription by RNA polymerase II [GO:0000122]
Q5TZ80	cytoplasmic microtubule organization [GO:0031122]; cytoskeleton-dependent intracellular transport [GO:0030705]; early endosome to late endosome transport [GO:0045022]; endosome organization [GO:0007032]; endosome to lysosome transport [GO:0008333]; lysosome organization [GO:0007040]; protein transport [GO:0015031]
X1WE18	apoptotic process [GO:0006915]; glomerular basement membrane development [GO:0032836]; glomerular visceral epithelial cell development [GO:0072015]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of G1/S transition of mitotic cell cycle [GO:2000134]; negative regulation of intracellular estrogen receptor signaling pathway [GO:0033147]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of vitamin D receptor signaling pathway [GO:0070563]; regulation of Rho protein signal transduction [GO:0035023]
