Entry	Gene ontology (biological process)
Q84RQ9	cellular response to hypoxia [GO:0071456]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; protein polyubiquitination [GO:0000209]; response to UV-B [GO:0010224]; ubiquitin-dependent protein catabolic process [GO:0006511]
Q9XEC4	lipid metabolic process [GO:0006629]; protein catabolic process [GO:0030163]; proteolysis [GO:0006508]; response to cadmium ion [GO:0046686]
Q42593	cellular response to oxidative stress [GO:0034599]; chloroplast-nucleus signaling pathway [GO:0010019]; cold acclimation [GO:0009631]; hydrogen peroxide catabolic process [GO:0042744]; hydrogen peroxide mediated signaling pathway [GO:0071588]; response to reactive oxygen species [GO:0000302]
B3H6Y2	Arp2/3 complex-mediated actin nucleation [GO:0034314]
Q9C8N9	auxin-activated signaling pathway [GO:0009734]; regulation of transcription, DNA-templated [GO:0006355]
Q9C8N7	auxin-activated signaling pathway [GO:0009734]; regulation of transcription, DNA-templated [GO:0006355]
F4ISV9	mitotic cell cycle [GO:0000278]; pollen development [GO:0009555]; protein ubiquitination [GO:0016567]
F4IRW0	autophagy [GO:0006914]; protein transport [GO:0015031]
Q944Z9	
Q9FKV1	response to nematode [GO:0009624]
P30184	response to cadmium ion [GO:0046686]
Q9ZUC1	oxidation-reduction process [GO:0055114]; response to cold [GO:0009409]
Q0WR66	meiotic cell cycle [GO:0051321]; regulation of synaptonemal complex assembly [GO:0090173]
P0CH02	protein ubiquitination [GO:0016567]
P93823	protein ubiquitination [GO:0016567]
Q8LGE3	actin filament-based process [GO:0030029]; cell division [GO:0051301]; chromatin remodeling [GO:0006338]; defense response [GO:0006952]; histone exchange [GO:0043486]; negative regulation of flower development [GO:0009910]; regulation of transcription, DNA-templated [GO:0006355]; response to osmotic stress [GO:0006970]; response to temperature stimulus [GO:0009266]; seed germination [GO:0009845]
Q9FHK8	autophagosome assembly [GO:0000045]; autophagy of mitochondrion [GO:0000422]; autophagy of nucleus [GO:0044804]; protein lipidation [GO:0006497]; protein localization to phagophore assembly site [GO:0034497]; protein transport [GO:0015031]
Q4V3D2	protein catabolic process [GO:0030163]; proteolysis [GO:0006508]
Q1PEL7	protein ubiquitination [GO:0016567]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]
Q945S8	regulation of transcription, DNA-templated [GO:0006355]
Q9FG91	defense response [GO:0006952]
Q9FJU9	carbohydrate metabolic process [GO:0005975]; cell wall organization [GO:0071555]; defense response [GO:0006952]
Q9SI75	chloroplast organization [GO:0009658]; mitochondrial translation [GO:0032543]; post-embryonic development [GO:0009791]; ribosome disassembly [GO:0032790]; seed germination [GO:0009845]
Q9SQK3	
Q9LYD9	histone H3-K27 methylation [GO:0070734]; histone methylation [GO:0016571]; hyperosmotic salinity response [GO:0042538]; meristem determinacy [GO:0010022]; negative regulation of flower development [GO:0009910]; negative regulation of transcription, DNA-templated [GO:0045892]; post-embryonic development [GO:0009791]; regulation of flower development [GO:0009909]; regulation of histone H3-K27 trimethylation [GO:1902464]; regulation of response to salt stress [GO:1901000]; shoot system development [GO:0048367]
Q93ZT5	abscisic acid-activated signaling pathway [GO:0009738]; regulation of seed germination [GO:0010029]; response to abscisic acid [GO:0009737]; response to osmotic stress [GO:0006970]; response to salt stress [GO:0009651]; response to water deprivation [GO:0009414]; vegetative to reproductive phase transition of meristem [GO:0010228]
Q9SZA3	formation of cytoplasmic translation initiation complex [GO:0001732]; regulation of translational initiation [GO:0006446]
Q6XAT2	embryo sac development [GO:0009553]; hormone-mediated signaling pathway [GO:0009755]; plant ovule development [GO:0048481]; stomatal complex morphogenesis [GO:0010103]
Q67YI9	endocytosis [GO:0006897]; protein transport [GO:0015031]
Q9LHN8	coumarin biosynthetic process [GO:0009805]; hydrogen peroxide-mediated programmed cell death [GO:0010421]; phenylpropanoid biosynthetic process [GO:0009699]; response to iron ion starvation [GO:1990641]
Q9SU33	
Q9SUY0	
Q9FMM3	defense response to bacterium [GO:0042742]; defense response to fungus [GO:0050832]; defense response to oomycetes [GO:0002229]; defense response to virus [GO:0051607]; negative regulation of cell death [GO:0060548]; programmed cell death [GO:0012501]; regulation of defense response [GO:0031347]; response to abscisic acid [GO:0009737]; response to molecule of bacterial origin [GO:0002237]
Q4PSN8	
Q9M0U2	
Q9FIT3	
O49647	
Q8VYT5	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]; ubiquitin-dependent protein catabolic process [GO:0006511]
Q9SA03	
Q9ZQM4	
Q94CH5	lipid catabolic process [GO:0016042]
Q9FL79	plant-type cell wall organization [GO:0009664]
P42763	cold acclimation [GO:0009631]; protein stabilization [GO:0050821]; regulation of membrane permeability [GO:0090559]; response to abscisic acid [GO:0009737]; response to cold [GO:0009409]; response to desiccation [GO:0009269]; response to water deprivation [GO:0009414]
Q94CH6	lipid catabolic process [GO:0016042]
Q9C8Y8	
Q9LX47	
Q9LXB5	regulation of flower development [GO:0009909]; vegetative to reproductive phase transition of meristem [GO:0010228]
Q9FII1	
Q1PE57	
Q9XIE0	
Q9FHS6	
Q9FFV5	
O49618	
Q9SN10	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]; ubiquitin-dependent protein catabolic process [GO:0006511]
Q7G188	actin filament bundle assembly [GO:0051017]; actin filament network formation [GO:0051639]; circadian rhythm [GO:0007623]
Q8GW80	
Q94B46	
O80741	
Q8RWU5	protein ubiquitination [GO:0016567]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]; ubiquitin-dependent protein catabolic process [GO:0006511]
P0C5K4	
Q96330	flavonoid biosynthetic process [GO:0009813]; response to auxin [GO:0009733]; response to karrikin [GO:0080167]; response to light stimulus [GO:0009416]
Q9FM87	
Q9C800	
Q9FX89	
Q9SH13	
F4JEX5	cytoplasmic microtubule organization [GO:0031122]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; negative regulation of reciprocal meiotic recombination [GO:0045128]; regulation of double-strand break repair via homologous recombination [GO:0010569]
Q9XIR1	
O23419	
O49296	cellulose catabolic process [GO:0030245]; cell wall organization [GO:0071555]
Q9ZVQ4	glutathione metabolic process [GO:0006749]; L-phenylalanine catabolic process [GO:0006559]; toxin catabolic process [GO:0009407]
F4HRI2	chiasma assembly [GO:0051026]; homologous recombination [GO:0035825]; meiotic cell cycle [GO:0051321]; protein ubiquitination [GO:0016567]; reciprocal meiotic recombination [GO:0007131]
Q9LS00	cellular response to phosphate starvation [GO:0016036]; regulation of transcription, DNA-templated [GO:0006355]; response to nitrate starvation [GO:0090548]
F4J1U4	microtubule-based movement [GO:0007018]
F4IAR2	microtubule-based movement [GO:0007018]
Q5XF36	endomembrane system organization [GO:0010256]; vesicle-mediated transport [GO:0016192]
Q9FKB5	cell cycle arrest [GO:0007050]
Q9LII8	pollen tube growth [GO:0009860]; regulation of defense response [GO:0031347]
Q9LZF5	cellular response to salicylic acid stimulus [GO:0071446]; systemic acquired resistance [GO:0009627]
Q6NMK6	'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; nucleoside diphosphate phosphorylation [GO:0006165]; nucleoside triphosphate biosynthetic process [GO:0009142]; purine nucleotide metabolic process [GO:0006163]; pyrimidine nucleotide biosynthetic process [GO:0006221]
Q9SX98	amino acid transmembrane transport [GO:0003333]
Q6R0H1	circadian rhythm [GO:0007623]; long-day photoperiodism, flowering [GO:0048574]; negative regulation of circadian rhythm [GO:0042754]; negative regulation of DNA-binding transcription factor activity [GO:0043433]; regulation of circadian rhythm [GO:0042752]; regulation of transcription, DNA-templated [GO:0006355]; response to cold [GO:0009409]
Q9C8V8	
Q9SRX6	response to salt stress [GO:0009651]; response to water deprivation [GO:0009414]
Q9ZQX7	cellular response to unfolded protein [GO:0034620]
Q9SJD4	fatty acid metabolic process [GO:0006631]
Q38960	entrainment of circadian clock by photoperiod [GO:0043153]; photoperiodism, flowering [GO:0048573]; rhythmic process [GO:0048511]
Q9M345	defense response [GO:0006952]; defense response to bacterium [GO:0042742]; defense response to oomycetes [GO:0002229]; pollen development [GO:0009555]
P92512	
P93318	
Q9LFA3	
Q9STU3	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; protein targeting to vacuole [GO:0006623]; regulation of ER to Golgi vesicle-mediated transport [GO:0060628]; regulation of signal transduction involved in mitotic G2 DNA damage checkpoint [GO:1902504]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]
Q9M2J6	
Q9M2J1	
F4I169	
Q9FGK9	COPII vesicle coating [GO:0048208]; endoplasmic reticulum organization [GO:0007029]; Golgi organization [GO:0007030]; positive regulation of protein exit from endoplasmic reticulum [GO:0070863]; protein localization to endoplasmic reticulum exit site [GO:0070973]; protein transport [GO:0015031]
Q9LU93	cell division [GO:0051301]; mitotic spindle assembly checkpoint [GO:0007094]; regulation of mitotic cell cycle [GO:0007346]
Q9LYG3	malate metabolic process [GO:0006108]; pentose-phosphate shunt, oxidative branch [GO:0009051]; pyruvate metabolic process [GO:0006090]; response to cadmium ion [GO:0046686]
Q9FZP6	
Q9SJZ6	abscisic acid-activated signaling pathway [GO:0009738]; carpel development [GO:0048440]; defense response [GO:0006952]; ethylene-activated signaling pathway [GO:0009873]; negative regulation of transcription, DNA-templated [GO:0045892]; petal development [GO:0048441]; production of miRNAs involved in gene silencing by miRNA [GO:0035196]; regulation of defense response to fungus [GO:1900150]; regulation of DNA-templated transcription, elongation [GO:0032784]; regulation of DNA-templated transcription, initiation [GO:2000142]; regulation of DNA-templated transcription, termination [GO:0031554]; regulation of histone H3-K36 trimethylation [GO:2001253]; regulation of photoperiodism, flowering [GO:2000028]; regulation of salicylic acid mediated signaling pathway [GO:2000031]; regulation of timing of transition from vegetative to reproductive phase [GO:0048510]; regulation of transcription, DNA-templated [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]; regulation of vernalization response [GO:0010219]; response to abscisic acid [GO:0009737]; response to ethylene [GO:0009723]; sepal development [GO:0048442]; specification of floral organ number [GO:0048833]; stamen development [GO:0048443]; termination of RNA polymerase II transcription [GO:0006369]
P93292	
O04983	fatty acid biosynthetic process [GO:0006633]; malonyl-CoA biosynthetic process [GO:2001295]
Q9C8H1	transmembrane transport [GO:0055085]
P25701	
O80658	fatty acid metabolic process [GO:0006631]
Q9MAG3	transmembrane transport [GO:0055085]
P46645	2-oxoglutarate metabolic process [GO:0006103]; aspartate metabolic process [GO:0006531]; biosynthetic process [GO:0009058]; cellular response to hypoxia [GO:0071456]; glutamate metabolic process [GO:0006536]; nitrogen compound metabolic process [GO:0006807]
Q944H2	
P22197	fructose 1,6-bisphosphate metabolic process [GO:0030388]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]; response to hypoxia [GO:0001666]
Q9C5Q2	abscisic acid-activated signaling pathway [GO:0009738]; positive regulation of transcription, DNA-templated [GO:0045893]
Q84P25	
Q9CAG8	
P69781	cell differentiation [GO:0030154]; cell wall organization [GO:0071555]; circadian rhythm [GO:0007623]; multicellular organism development [GO:0007275]; positive regulation of transcription, DNA-templated [GO:0045893]; response to light stimulus [GO:0009416]; tracheary element differentiation [GO:1905177]
Q9C971	gibberellin biosynthetic process [GO:0009686]; response to light stimulus [GO:0009416]
P25857	glucose metabolic process [GO:0006006]; reductive pentose-phosphate cycle [GO:0019253]; response to cadmium ion [GO:0046686]; response to cold [GO:0009409]; response to light stimulus [GO:0009416]; response to sucrose [GO:0009744]
Q9MAA1	lipid catabolic process [GO:0016042]; systemic acquired resistance [GO:0009627]
Q9M8X4	
Q9FHQ1	lipid catabolic process [GO:0016042]
Q5XF03	CDP-diacylglycerol biosynthetic process [GO:0016024]; cutin biosynthetic process [GO:0010143]
Q9SL15	regulation of cell size [GO:0008361]; response to abscisic acid [GO:0009737]; response to aluminum ion [GO:0010044]; response to desiccation [GO:0009269]; response to ethylene [GO:0009723]; response to salicylic acid [GO:0009751]; root development [GO:0048364]; unidimensional cell growth [GO:0009826]
Q8L8A6	leaf development [GO:0048366]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]
Q94JQ3	cellular response to tetrahydrofolate [GO:1904482]; folic acid metabolic process [GO:0046655]; glycine biosynthetic process from serine [GO:0019264]; glycine metabolic process [GO:0006544]; L-serine catabolic process [GO:0006565]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate interconversion [GO:0035999]; tetrahydrofolate metabolic process [GO:0046653]
O81826	chromatin organization [GO:0006325]; chromatin silencing [GO:0006342]
Q9FE46	anthocyanin-containing compound metabolic process [GO:0046283]; glutathione metabolic process [GO:0006749]; regulation of flavonol biosynthetic process [GO:1900384]; toxin catabolic process [GO:0009407]
Q9C5X9	regulation of transcription, DNA-templated [GO:0006355]
Q9C882	cellular response to water deprivation [GO:0042631]; negative regulation of cell growth [GO:0030308]; negative regulation of DNA endoreduplication [GO:0032876]; negative regulation of transcription, DNA-templated [GO:0045892]; regulation of cell size [GO:0008361]; regulation of stomatal complex development [GO:2000038]; regulation of stomatal complex patterning [GO:2000037]; response to water deprivation [GO:0009414]; transcription, DNA-templated [GO:0006351]; trichome morphogenesis [GO:0010090]
