Entry	Gene ontology (biological process)
Q07749	actin filament depolymerization [GO:0030042]; actin filament severing [GO:0051014]; cell motility [GO:0048870]; embryo development ending in birth or egg hatching [GO:0009792]; locomotion [GO:0040011]; positive regulation of actin filament polymerization [GO:0030838]; skeletal muscle thin filament assembly [GO:0030240]
P91863	defecation [GO:0030421]; lipid transport involved in lipid storage [GO:0010877]; locomotion [GO:0040011]; neuropeptide processing [GO:0061837]; peptide hormone processing [GO:0016486]; positive regulation of defecation [GO:2000294]; positive regulation of defecation rhythm [GO:2000748]; positive regulation of intestinal lipid absorption [GO:1904731]; positive regulation of locomotion [GO:0040017]; positive regulation of synaptic growth at neuromuscular junction [GO:0045887]; positive regulation of triglyceride transport [GO:1905885]; protein localization to synapse [GO:0035418]; protein processing [GO:0016485]; regulation of defecation [GO:2000292]
P52887	DNA repair [GO:0006281]; oligosaccharide-lipid intermediate biosynthetic process [GO:0006490]; protein N-linked glycosylation [GO:0006487]
Q9XV52	mitochondrial translational elongation [GO:0070125]
Q19706	formation of cytoplasmic translation initiation complex [GO:0001732]
O44400	
Q09228	body morphogenesis [GO:0010171]; cell adhesion [GO:0007155]; cell fate specification [GO:0001708]; embryo development ending in birth or egg hatching [GO:0009792]; epidermis development [GO:0008544]; establishment or maintenance of cell polarity [GO:0007163]; hemidesmosome assembly [GO:0031581]; mesoderm development [GO:0007498]; nematode larval development [GO:0002119]; nematode male tail tip morphogenesis [GO:0045138]; oviposition [GO:0018991]; regulation of asymmetric cell division [GO:0009786]; regulation of cell migration [GO:0030334]; regulation of transcription by RNA polymerase II [GO:0006357]; transdifferentiation [GO:0060290]; Wnt signaling pathway [GO:0016055]
Q19849	asymmetric neuroblast division [GO:0055059]; cell cycle [GO:0007049]; embryonic organ development [GO:0048568]; hippo signaling [GO:0035329]; neuron differentiation [GO:0030182]; positive regulation of exit from mitosis [GO:0031536]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription, DNA-templated [GO:0006355]
Q07085	
A8WFJ9	cell differentiation [GO:0030154]; regulation of transcription by RNA polymerase II [GO:0006357]
Q9XWS2	chemical synaptic transmission [GO:0007268]; exocytosis [GO:0006887]; Golgi to plasma membrane transport [GO:0006893]; protein targeting to membrane [GO:0006612]; vesicle docking involved in exocytosis [GO:0006904]; vesicle tethering involved in exocytosis [GO:0090522]
Q18331	cGMP biosynthetic process [GO:0006182]; intracellular signal transduction [GO:0035556]; receptor guanylyl cyclase signaling pathway [GO:0007168]; signal transduction [GO:0007165]
O16581	sphingolipid metabolic process [GO:0006665]
P46555	heparan sulfate proteoglycan biosynthetic process [GO:0015012]; heparan sulfate proteoglycan biosynthetic process, enzymatic modification [GO:0015015]; heparin biosynthetic process [GO:0030210]; positive regulation of multicellular organism growth [GO:0040018]; regulation of cell migration [GO:0030334]
Q23681	cGMP biosynthetic process [GO:0006182]; chemosensory behavior [GO:0007635]; chemotaxis [GO:0006935]; intracellular signal transduction [GO:0035556]; receptor guanylyl cyclase signaling pathway [GO:0007168]; response to inorganic substance [GO:0010035]; response to salt [GO:1902074]; signal transduction [GO:0007165]
Q20910	adenylate cyclase-modulating G protein-coupled receptor signaling pathway [GO:0007188]
Q21045	
Q17328	chemical synaptic transmission [GO:0007268]; chloride transmembrane transport [GO:1902476]; ion transmembrane transport [GO:0034220]; nervous system process [GO:0050877]; regulation of membrane potential [GO:0042391]; signal transduction [GO:0007165]
Q27532	
P28548	response to hermaphrodite contact [GO:0034606]; vulval location [GO:0034608]; Wnt signaling pathway [GO:0016055]
O01422	multicellular organism development [GO:0007275]; negative regulation of transcription, DNA-templated [GO:0045892]; oogenesis [GO:0048477]
H2KYS8	positive regulation of sarcomere organization [GO:0060298]
Q95XZ0	Golgi organization [GO:0007030]; Golgi vesicle prefusion complex stabilization [GO:0048213]; gonad morphogenesis [GO:0035262]; protein transport [GO:0015031]; regulation of cell migration [GO:0030334]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]
O17907	
Q95ZV7	interneuron axon guidance [GO:0097376]; motor neuron axon guidance [GO:0008045]; multicellular organism development [GO:0007275]; peptidyl-tyrosine phosphorylation [GO:0018108]; positive regulation of axon regeneration [GO:0048680]; positive regulation of kinase activity [GO:0033674]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]
Q95QC4	establishment of mitotic spindle localization [GO:0040001]; mitotic DNA damage checkpoint [GO:0044773]; multicellular organism development [GO:0007275]; negative regulation of microtubule depolymerization [GO:0007026]; protein phosphorylation [GO:0006468]; signal transduction in response to DNA damage [GO:0042770]
Q9XXJ0	peptidyl-lysine modification to peptidyl-hypusine [GO:0008612]
Q21997	endoplasmic reticulum unfolded protein response [GO:0030968]; positive regulation of cell growth [GO:0030307]; positive regulation of cell population proliferation [GO:0008284]; retrograde protein transport, ER to cytosol [GO:0030970]; ubiquitin-dependent ERAD pathway [GO:0030433]
O17953	cell redox homeostasis [GO:0045454]; fatty acid biosynthetic process [GO:0006633]; oxidation-reduction process [GO:0055114]
Q09477	negative regulation of transcription, DNA-templated [GO:0045892]; nervous system development [GO:0007399]; positive regulation of transcription by RNA polymerase II [GO:0045944]
O17736	meiotic cell cycle [GO:0051321]; positive regulation of metaphase/anaphase transition of meiotic cell cycle [GO:1902104]; protein polyubiquitination [GO:0000209]; regulation of metaphase/anaphase transition of meiosis II [GO:1905189]; ubiquitin-dependent protein catabolic process [GO:0006511]
P90740	DNA repair [GO:0006281]; interstrand cross-link repair [GO:0036297]
Q9U2C4	protein glycosylation [GO:0006486]
X5M8U1	cGMP biosynthetic process [GO:0006182]; intracellular signal transduction [GO:0035556]; receptor guanylyl cyclase signaling pathway [GO:0007168]; signal transduction [GO:0007165]
E7EAU8	calcium-mediated signaling [GO:0019722]; cellular response to acidic pH [GO:0071468]; cGMP biosynthetic process [GO:0006182]; detection of carbon dioxide [GO:0003031]; detection of chemical stimulus involved in sensory perception [GO:0050907]; positive regulation of exocytosis [GO:0045921]; positive regulation of neuronal action potential [GO:1904457]; receptor guanylyl cyclase signaling pathway [GO:0007168]; signal transduction [GO:0007165]
Q19768	cGMP biosynthetic process [GO:0006182]; intracellular signal transduction [GO:0035556]; receptor guanylyl cyclase signaling pathway [GO:0007168]; signal transduction [GO:0007165]
Q19980	7,8-dihydroneopterin 3'-triphosphate biosynthetic process [GO:0035998]; dopamine biosynthetic process from tyrosine [GO:0006585]; melanin biosynthetic process [GO:0042438]; tetrahydrobiopterin biosynthetic process [GO:0006729]; tetrahydrofolate biosynthetic process [GO:0046654]
O02658	amoeboid sperm motility [GO:0097723]; cell differentiation [GO:0030154]; male meiosis chromosome segregation [GO:0007060]; oviposition [GO:0018991]; regulation of pseudopodium assembly [GO:0031272]; reproduction [GO:0000003]; spermatogenesis [GO:0007283]
Q94361	cellular response to DNA damage stimulus [GO:0006974]; DNA repair [GO:0006281]; embryo development ending in birth or egg hatching [GO:0009792]; meiotic metaphase I plate congression [GO:0043060]; negative regulation of cellular protein catabolic process [GO:1903363]; negative regulation of mitotic DNA damage checkpoint [GO:1904290]; positive regulation of error-prone translesion synthesis [GO:1904333]; protein autosumoylation [GO:1990466]; protein sumoylation [GO:0016925]; regulation of gene expression [GO:0010468]; regulation of transcription by RNA polymerase II [GO:0006357]
Q18434	adenylate cyclase-modulating G protein-coupled receptor signaling pathway [GO:0007188]; chemotaxis [GO:0006935]; cilium assembly [GO:0060271]; hyperosmotic response [GO:0006972]; olfactory behavior [GO:0042048]; response to odorant [GO:1990834]; sensory perception of smell [GO:0007608]
Q21407	glycerophospholipid catabolic process [GO:0046475]
P34517	carbohydrate metabolic process [GO:0005975]; glycerol-3-phosphate catabolic process [GO:0046168]; glycerol-3-phosphate metabolic process [GO:0006072]; hyperosmotic response [GO:0006972]; intracellular accumulation of glycerol [GO:0006973]; NADH oxidation [GO:0006116]
P10299	defense response to Gram-negative bacterium [GO:0050829]; glutathione metabolic process [GO:0006749]; innate immune response [GO:0045087]; negative regulation of cellular response to manganese ion [GO:1905803]; negative regulation of neuron death [GO:1901215]; positive regulation of cellular response to manganese ion [GO:1905804]; positive regulation of neuron death [GO:1901216]
O17271	intracellular cholesterol transport [GO:0032367]; sterol transport [GO:0015918]
O61847	cell division [GO:0051301]; embryo development ending in birth or egg hatching [GO:0009792]; germline cell cycle switching, mitotic to meiotic cell cycle [GO:0051729]; hermaphrodite genitalia morphogenesis [GO:0048815]; meiotic cell cycle [GO:0051321]; negative regulation of cell division [GO:0051782]; nematode larval development [GO:0002119]; nuclear envelope disassembly [GO:0051081]; positive regulation of protein localization to centrosome [GO:1904781]; posttranscriptional regulation of gene expression [GO:0010608]; protein localization [GO:0008104]; protein phosphorylation [GO:0006468]; pseudocleavage [GO:0030588]; regulation of meiotic cell cycle [GO:0051445]; regulation of protein localization to cell cortex [GO:1904776]
Q18726	mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; NADH dehydrogenase complex assembly [GO:0010257]
P34472	
Q6I6D4	chemosensory behavior [GO:0007635]; chemotaxis [GO:0006935]; cilium assembly [GO:0060271]; response to alkaline pH [GO:0010446]
O01884	ubiquinone biosynthetic process [GO:0006744]
G5ECJ6	embryo development ending in birth or egg hatching [GO:0009792]; larval feeding behavior [GO:0030536]; muscle fiber development [GO:0048747]; nematode larval development [GO:0002119]; pharyngeal pumping [GO:0043050]
Q7YWX9	
O16883	
Q09304	
Q9U320	G protein-coupled receptor signaling pathway involved in dauer larval development [GO:1904066]; neuropeptide signaling pathway [GO:0007218]
Q21353	
O01814	
P91200	carbohydrate metabolic process [GO:0005975]; macromolecule glycosylation [GO:0043413]; protein glycosylation [GO:0006486]
O17397	steroid metabolic process [GO:0008202]
Q09555	positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]
G5EGA5	collagen and cuticulin-based cuticle development [GO:0040002]; fatty acid elongation [GO:0030497]; innate immune response [GO:0045087]; reproduction [GO:0000003]; unsaturated fatty acid biosynthetic process [GO:0006636]
G5EG11	unsaturated fatty acid biosynthetic process [GO:0006636]
Q9XX47	cilium organization [GO:0044782]
Q19165	neuropeptide signaling pathway [GO:0007218]
P34405	neuropeptide signaling pathway [GO:0007218]
Q09459	chemotaxis [GO:0006935]; cilium assembly [GO:0060271]; non-motile cilium assembly [GO:1905515]; protein localization to ciliary transition zone [GO:1904491]; protein to membrane docking [GO:0022615]; receptor localization to non-motile cilium [GO:0097500]
Q6DNF4	cGMP-mediated signaling [GO:0019934]; feeding behavior [GO:0007631]; response to oxygen levels [GO:0070482]
O76584	adenylate cyclase-modulating G protein-coupled receptor signaling pathway [GO:0007188]; determination of adult lifespan [GO:0008340]; G protein-coupled receptor signaling pathway [GO:0007186]; serotonin receptor signaling pathway [GO:0007210]
O62327	response to oxidative stress [GO:0006979]
O45947	protein glycosylation [GO:0006486]
Q09537	signal transduction [GO:0007165]
Q9NDH7	protein N-linked glycosylation [GO:0006487]
Q27484	nucleosome assembly [GO:0006334]
P34470	embryo development ending in birth or egg hatching [GO:0009792]; establishment of protein localization to chromosome [GO:0070199]; kinetochore assembly [GO:0051382]; mitotic cell cycle [GO:0000278]; mitotic sister chromatid segregation [GO:0000070]; mitotic spindle assembly [GO:0090307]; mitotic spindle organization [GO:0007052]; negative regulation of mitotic centrosome separation [GO:0046603]; nuclear chromosome segregation [GO:0098813]; protein localization to chromosome, centromeric region [GO:0071459]
P32756	acetylcholine biosynthetic process [GO:0008292]; neuromuscular synaptic transmission [GO:0007274]
