Entry	Gene ontology (biological process)
P07149	long-chain fatty acid biosynthetic process [GO:0042759]
P45976	mRNA polyadenylation [GO:0006378]; pre-mRNA cleavage required for polyadenylation [GO:0098789]
P13181	carbohydrate import across plasma membrane [GO:0098704]; galactose metabolic process [GO:0006012]; galactose transmembrane transport [GO:0015757]; glucose import [GO:0046323]
Q12347	cellular response to methylmercury [GO:0071406]; protein ubiquitination [GO:0016567]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]
Q08992	cellular response to nutrient levels [GO:0031669]; chaperone-mediated protein folding [GO:0061077]; methylglyoxal catabolic process [GO:0051596]
P32478	fungal-type cell wall organization [GO:0031505]
P32485	cellular response to heat [GO:0034605]; cellular response to osmotic stress [GO:0071470]; cellular response to oxidative stress [GO:0034599]; histone H3 acetylation [GO:0043966]; hyperosmotic response [GO:0006972]; intracellular signal transduction [GO:0035556]; negative regulation of exit from mitosis [GO:0001100]; osmosensory signaling pathway [GO:0007231]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription from RNA polymerase II promoter in response to osmotic stress [GO:0061393]; protein phosphorylation [GO:0006468]; regulation of gene expression [GO:0010468]; regulation of macroautophagy [GO:0016241]; regulation of nuclear cell cycle DNA replication [GO:0033262]; regulation of transcription from RNA polymerase II promoter in response to osmotic stress [GO:0061392]; response to arsenic-containing substance [GO:0046685]; stress-activated MAPK cascade [GO:0051403]
Q12214	histone H3 deacetylation [GO:0070932]; histone H4 deacetylation [GO:0070933]; peptidyl-lysine deacetylation [GO:0034983]; positive regulation of transcription by RNA polymerase II [GO:0045944]; transfer RNA gene-mediated silencing [GO:0061587]
Q12086	DNA double-strand break processing [GO:0000729]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; mismatch repair [GO:0006298]
P21623	ascospore wall assembly [GO:0030476]
P39517	cytoplasmic mRNA processing body assembly [GO:0033962]; deadenylation-dependent decapping of nuclear-transcribed mRNA [GO:0000290]; mRNA processing [GO:0006397]; mRNA transport [GO:0051028]; negative regulation of translation [GO:0017148]; negative regulation of translational elongation [GO:0045900]; regulation of cytoplasmic mRNA processing body assembly [GO:0010603]; stress granule assembly [GO:0034063]
P43605	chromosome organization [GO:0051276]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; double-strand break repair [GO:0006302]; dsDNA loop formation [GO:0090579]; establishment of mitotic sister chromatid cohesion [GO:0034087]; internal peptidyl-lysine acetylation [GO:0018393]; meiotic chromosome segregation [GO:0045132]; mitotic chromosome condensation [GO:0007076]; post-translational protein acetylation [GO:0034421]; regulation of DNA replication [GO:0006275]; regulation of mitotic nuclear division [GO:0007088]; sister chromatid cohesion [GO:0007062]; telomere organization [GO:0032200]; tRNA gene clustering [GO:0070058]
P42835	cell cycle [GO:0007049]; septum digestion after cytokinesis [GO:0000920]
P23776	cellular glucan metabolic process [GO:0006073]; fungal-type cell wall organization [GO:0031505]; glucan catabolic process [GO:0009251]
Q06551	peptidyl-L-cysteine S-palmitoylation [GO:0018230]; protein palmitoylation [GO:0018345]; protein targeting to membrane [GO:0006612]
P38261	exocyst assembly [GO:0001927]; exocyst localization [GO:0051601]; exocytosis [GO:0006887]; Golgi to plasma membrane transport [GO:0006893]; protein localization [GO:0008104]; protein transport [GO:0015031]; spliceosomal complex assembly [GO:0000245]; vesicle tethering involved in exocytosis [GO:0090522]
P53233	protein phosphorylation [GO:0006468]
P40008	import into nucleus [GO:0051170]
P38911	meiotic recombination checkpoint [GO:0051598]; nucleosome assembly [GO:0006334]
Q12473	cellular iron ion homeostasis [GO:0006879]; copper ion import [GO:0015677]; intracellular sequestering of iron ion [GO:0006880]; iron ion transport [GO:0006826]
Q08905	cellular iron ion homeostasis [GO:0006879]; copper ion import [GO:0015677]; iron ion transport [GO:0006826]; siderophore transport [GO:0015891]
P39726	glycine catabolic process [GO:0006546]; glycine decarboxylation via glycine cleavage system [GO:0019464]; one-carbon metabolic process [GO:0006730]; oxidation-reduction process [GO:0055114]; protein lipoylation [GO:0009249]
P36173	cellular iron ion homeostasis [GO:0006879]; glutathione transmembrane transport [GO:0034775]; siderophore transmembrane transport [GO:0044718]; transmembrane transport [GO:0055085]
Q07830	cell wall organization [GO:0071555]; GPI anchor biosynthetic process [GO:0006506]
P39722	heme transport [GO:0015886]; mitochondrion-endoplasmic reticulum membrane tethering [GO:1990456]; mitochondrion inheritance [GO:0000001]; mitochondrion organization [GO:0007005]; phospholipid homeostasis [GO:0055091]; regulation of mitochondrion organization [GO:0010821]
P37292	cellular response to tetrahydrofolate [GO:1904482]; folic acid metabolic process [GO:0046655]; glycine biosynthetic process from serine [GO:0019264]; glycine metabolic process [GO:0006544]; L-serine catabolic process [GO:0006565]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate interconversion [GO:0035999]; tetrahydrofolate metabolic process [GO:0046653]
P40531	endocytosis [GO:0006897]; establishment or maintenance of actin cytoskeleton polarity [GO:0030950]; vacuole organization [GO:0007033]
P27472	glycogen biosynthetic process [GO:0005978]
P16622	heme biosynthetic process [GO:0006783]
Q9URQ5	cellular response to DNA damage stimulus [GO:0006974]; chromatin remodeling [GO:0006338]; G2/M transition of mitotic cell cycle [GO:0000086]; nucleosome disassembly [GO:0006337]; transcription elongation from RNA polymerase II promoter [GO:0006368]
P40502	
P00331	amino acid catabolic process to alcohol via Ehrlich pathway [GO:0000947]; ethanol metabolic process [GO:0006067]; NADH oxidation [GO:0006116]
Q12013	protein palmitoylation [GO:0018345]
P39925	cellular protein-containing complex assembly [GO:0034622]; cristae formation [GO:0042407]; mitochondrial fusion [GO:0008053]; mitochondrial protein processing [GO:0034982]; protein-containing complex assembly [GO:0065003]; protein import into mitochondrial matrix [GO:0030150]; proteolysis [GO:0006508]; replicative cell aging [GO:0001302]; signal peptide processing [GO:0006465]
Q00776	Golgi to vacuole transport [GO:0006896]; intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192]
P19880	positive regulation of transcription from RNA polymerase II promoter in response to arsenic-containing substance [GO:0061395]; regulation of endoplasmic reticulum unfolded protein response [GO:1900101]; regulation of transcription from RNA polymerase II promoter in response to oxidative stress [GO:0043619]; response to cadmium ion [GO:0046686]; response to drug [GO:0042493]; response to heat [GO:0009408]; response to metal ion [GO:0010038]; response to singlet oxygen [GO:0000304]
P22108	DNA metabolic process [GO:0006259]; nucleic acid phosphodiester bond hydrolysis [GO:0090305]; nucleoside catabolic process [GO:0009164]; nucleotide biosynthetic process [GO:0009165]
Q8TGM5	
P16521	negative regulation of protein kinase activity [GO:0006469]; negative regulation of protein phosphorylation [GO:0001933]; translational elongation [GO:0006414]; translational termination [GO:0006415]
P39985	positive regulation of ribosome biogenesis [GO:0090070]; regulation of transcription, DNA-templated [GO:0006355]; ribosomal large subunit assembly [GO:0000027]; rRNA processing [GO:0006364]; rRNA transcription [GO:0009303]
P32601	post-Golgi vesicle-mediated transport [GO:0006892]; protein transport [GO:0015031]; small GTPase mediated signal transduction [GO:0007264]
Q12168	actin cytoskeleton organization [GO:0030036]; metabolic process [GO:0008152]
P39704	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi organization [GO:0007030]; intracellular protein transport [GO:0006886]; protein retention in ER lumen [GO:0006621]
P53917	intra-S DNA damage checkpoint [GO:0031573]; positive regulation of macroautophagy [GO:0016239]; re-entry into mitotic cell cycle after pheromone arrest [GO:0000321]
P43592	re-entry into mitotic cell cycle after pheromone arrest [GO:0000321]
Q07541	
Q06135	ascospore wall assembly [GO:0030476]; cell wall (1->3)-beta-D-glucan biosynthetic process [GO:0034411]; fungal-type cell wall (1->3)-beta-D-glucan biosynthetic process [GO:0071970]; fungal-type cell wall organization [GO:0031505]
P18494	negative regulation of transcription by RNA polymerase II [GO:0000122]; nitrate assimilation [GO:0042128]; nitrogen catabolite activation of transcription from RNA polymerase II promoter [GO:0001080]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription from RNA polymerase II promoter in response to nitrogen starvation [GO:0036278]; regulation of protein localization by the Cvt pathway [GO:2001159]
P32288	cellular response to osmotic stress [GO:0071470]; glutamine biosynthetic process [GO:0006542]
Q02979	glycerophospholipid catabolic process [GO:0046475]
P36143	glycogen biosynthetic process [GO:0005978]
P53192	mitophagy [GO:0000423]; protein insertion into ER membrane [GO:0045048]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]; tail-anchored membrane protein insertion into ER membrane [GO:0071816]
P49095	glycine decarboxylation via glycine cleavage system [GO:0019464]; one-carbon metabolic process [GO:0006730]
P38011	G protein-coupled receptor signaling pathway [GO:0007186]; invasive growth in response to glucose limitation [GO:0001403]; mRNA destabilization [GO:0061157]; negative regulation of gene expression [GO:0010629]; negative regulation of glucose mediated signaling pathway [GO:1902660]; negative regulation of translation [GO:0017148]; negative regulation of translational frameshifting [GO:2001125]; positive regulation of protein phosphorylation [GO:0001934]; protein localization [GO:0008104]; regulation of cellular response to stress [GO:0080135]; rescue of stalled ribosome [GO:0072344]
P46961	GPI anchor biosynthetic process [GO:0006506]
Q04924	N-glycan processing [GO:0006491]; polysaccharide biosynthetic process [GO:0000271]
P40107	carbohydrate transport [GO:0008643]; GDP-mannose transmembrane transport [GO:1990570]
P21192	negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of antisense RNA transcription [GO:0060196]; positive regulation of septum digestion after cytokinesis [GO:2001043]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]; regulation of transcription involved in G1/S transition of mitotic cell cycle [GO:0000083]
Q04347	maturation of SSU-rRNA [GO:0030490]; ribosomal small subunit biogenesis [GO:0042274]
Q12191	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; protein secretion [GO:0009306]
P53223	lipid biosynthetic process [GO:0008610]; protein N-linked glycosylation [GO:0006487]
P21560	mitochondrial respiratory chain complex III assembly [GO:0034551]; positive regulation of mitochondrial translation [GO:0070131]
P41733	attachment of GPI anchor to protein [GO:0016255]; cell cycle [GO:0007049]; cell division [GO:0051301]; protein localization to cell surface [GO:0034394]
P38779	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000466]; maturation of LSU-rRNA [GO:0000470]; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]; protein catabolic process [GO:0030163]
P53280	positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]
P14306	regulation of proteolysis [GO:0030162]; regulation of Ras protein signal transduction [GO:0046578]
P32798	cellular zinc ion homeostasis [GO:0006882]; cobalt ion transport [GO:0006824]; zinc ion transmembrane transport [GO:0071577]; zinc ion transport [GO:0006829]
P0CX13	cellular sodium ion homeostasis [GO:0006883]; protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043328]; vesicle-mediated transport [GO:0016192]
P32898	proteolysis [GO:0006508]; proteolysis involved in cellular protein catabolic process [GO:0051603]
P53333	mRNA splicing, via spliceosome [GO:0000398]
P00044	mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]; mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]
